PRODUCT_ID,PRODUCT_GROUP,YEAR,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,MONTH_7,MONTH_8,MONTH_9,MONTH_10,MONTH_11,MONTH_12
38,3,2015,61823,9335,61245,77894,35653,60417,76898,3201,50858,56476,77204,16808
39,1,2015,95100,97983,18520,21654,93004,90447,31155,34529,94910,9494,94167,17009
40,0,2015,96647,56904,77384,91910,53452,36181,44238,44455,56272,87153,59647,72304
40,0,2016,6149,35001,63180,45469,99740,56979,29860,93957,54783,76174,69972,61206
40,0,2017,77745,79686,90977,35928,13223,26476,39060,19924,69368,20303,61519,38719
40,0,2018,45317,3484,29128,31641,24883,31412,63085,15706,96357,29569,6650,7318
41,6,2015,60659,89762,67265,64768,90295,74113,19927,97463,36791,96760,93649,78710
41,6,2016,660,55663,22984,64363,51330,68387,43547,26909,94071,97923,44754,18561
41,6,2017,86977,43890,41796,6098,30880,87150,28800,12612,950,14433,56874,75167
42,3,2015,94729,46321,11140,30809,21180,39202,5585,82218,47370,74702,17977,89183
42,3,2016,32425,90677,46950,71093,17358,92368,95352,26940,48668,40012,82637,24941
43,3,2015,21528,58461,18870,88176,31029,93839,57642,79417,12059,57899,4758,64298
44,1,2015,74589,39530,39420,50073,25050,27516,47174,75817,2264,37721,239,58506
44,1,2016,81252,74694,31760,12065,44258,20460,38175,87989,68111,19666,32031,95851
44,1,2017,63771,88491,84449,30870,97861,22122,25269,31868,3483,35568,55752,11000
45,5,2015,73485,7245,3043,7960,36147,85888,46931,49795,59012,73344,74025,65479
45,5,2016,96402,33365,7259,25653,43668,92006,85400,39049,79779,10805,28217,16102
45,5,2017,64362,77061,9575,86579,9547,92865,37362,74128,38052,88688,12835,12374
46,8,2015,2045,99081,73119,95304,37258,45511,99883,33635,36214,5191,87929,38591
46,8,2016,2183,89112,25272,39967,19433,9162,85536,95513,50990,71625,93635,74814
46,8,2017,37359,71799,5232,39369,17148,86350,7444,87703,54541,44893,21416,78506
47,5,2015,29315,66138,31123,14659,17449,53990,40078,19771,49457,40413,64988,77107
47,5,2016,66393,2554,33727,44200,50232,33195,98580,66692,90850,45793,89090,52836
48,9,2015,74600,28170,23337,94899,33704,29024,15921,60245,70697,57102,82446,28751
48,9,2016,87845,39820,94292,4492,20071,44414,27719,75772,42457,89940,62087,28227
48,9,2017,81514,22966,45615,35830,51698,98353,18539,30996,94799,16265,99050,10755
48,9,2018,57065,93160,43596,38172,29553,71485,76946,72648,25029,61526,81261,39108
49,1,2015,82836,27369,77269,2407,90002,59276,71058,22391,11946,8009,83546,7918
49,1,2016,43348,10850,64030,25101,47702,89656,39688,1425,62880,37235,11519,76963
50,1,2015,22924,37978,79832,1872,22932,73320,28360,68850,65908,18460,41212,33315
50,1,2016,20163,43366,75008,69229,41264,14879,82525,92983,69432,44400,87709,35037
51,6,2015,71708,85106,36879,48482,24617,20360,9983,57826,97684,83769,70635,81453
51,6,2016,92805,64147,26292,64082,86505,36180,23218,12625,90155,79101,46273,95983
51,6,2017,26835,1026,34690,2669,3046,84156,375,33035,85063,61137,35379,51379
51,6,2018,46191,35727,78707,61728,89872,81986,76492,21361,13533,47547,7047,58460
52,5,2015,82612,43659,27778,81411,4324,13060,99997,72591,65166,39118,26032,40931
53,7,2015,53670,10852,50175,49311,26792,66140,83841,68242,73654,59880,86699,60518
53,7,2016,52363,58514,20181,52653,9358,6149,36102,46404,49244,10881,14294,6593
54,4,2015,64258,92415,7567,30146,21042,84663,27219,1070,17578,20907,86320,49129
54,4,2016,89094,5753,51329,12374,77759,68744,40128,29234,64558,94900,38624,38938
54,4,2017,71595,12714,879,42757,62273,57403,33844,99537,71057,83048,77098,4576
55,8,2015,39400,33949,21351,2440,12970,60558,4541,87028,58031,15500,93348,27221
55,8,2016,34699,16910,85420,24715,85136,70442,78641,6359,22177,61717,16785,73023
55,8,2017,80320,88413,64635,26425,64129,72699,67825,20746,89591,76135,88710,80681
56,2,2015,44413,70323,36987,26622,1326,91455,32335,16055,72634,40220,86140,73600
56,2,2016,64107,31259,43004,72273,32676,61654,39291,72228,41019,64866,73319,17370
57,6,2015,88645,80580,46468,60914,90128,71823,23490,43334,29279,66567,61897,75350
57,6,2016,8994,7142,94539,9726,51944,293,91435,94591,55045,47302,80820,70316
57,6,2017,93095,71816,68416,19067,4734,83263,98841,62877,8622,4252,83297,15341
57,6,2018,63348,4481,81451,60101,49794,57852,35520,86220,1718,43094,74839,63293
58,9,2015,36478,28331,79667,71406,37505,40701,77561,43824,9644,44304,56647,50372
59,5,2015,73453,69173,73166,54038,73858,53004,83740,51320,67029,19483,60581,53272
59,5,2016,12149,8997,31555,34745,26410,98609,35970,54449,84181,42689,75131,87752
59,5,2017,16885,61724,46654,5432,1988,7351,83129,1698,37084,12204,13289,15848
59,5,2018,97783,49498,1470,34643,70360,21791,93803,41933,90413,58132,56799,45337
60,1,2015,69920,56232,33233,72341,39280,45536,13100,94647,81239,32914,61054,73667
60,1,2016,83670,102,71692,50888,37551,91722,33878,85382,99427,55256,42058,51193
60,1,2017,54757,20590,75632,95689,26757,92072,24865,48042,56829,67058,67022,67708
60,1,2018,63757,33414,90546,28515,68360,4659,12900,34636,24625,41870,42967,19889
61,3,2015,9017,68039,36419,88919,76056,8983,22607,63235,78347,23361,50059,65724
61,3,2016,85736,47663,11591,62820,46434,58806,75255,70611,99486,68692,68238,64940
62,1,2015,61894,10910,55197,55789,77143,79477,47353,44193,88533,7759,19782,56868
62,1,2016,69059,23514,1901,18830,91194,27795,76937,60691,78192,64225,69027,72214
63,0,2015,66652,54175,67472,96214,28774,23790,29242,85288,30163,3263,8764,68596
63,0,2016,69355,82596,93353,68646,28453,42998,67557,69654,68819,56766,49118,50757
63,0,2017,97608,77298,92736,6010,57471,20866,85260,46784,4336,16274,61658,94075
64,8,2015,74745,12272,5641,30379,44688,20924,56825,20266,47105,39530,63692,53326
64,8,2016,56204,21783,34277,88976,98313,98600,80191,52896,73209,67830,52901,94669
65,7,2015,6746,59184,36615,79923,31803,81302,85217,3856,73039,64138,8489,93973
65,7,2016,53791,5812,38655,63164,99687,58937,63436,81396,41070,30226,66795,65389
65,7,2017,89655,11921,5077,6745,14113,21330,38464,89528,72309,12638,18926,4638
66,1,2015,54812,77896,62816,63172,69166,50302,81422,95873,94018,64262,7883,59233
66,1,2016,41511,98317,42433,49395,85038,84836,52085,73196,84974,87734,19805,52332
66,1,2017,60957,75258,63698,62216,93766,47525,29886,53923,39799,52748,72748,5686
67,4,2015,46989,91307,63812,81361,61122,55438,63298,72263,48202,80696,66164,63994
67,4,2016,40999,76953,92226,30652,11345,49442,8534,31182,40301,96069,27250,1879
67,4,2017,72856,7027,96484,18646,48094,34772,84313,90642,67006,54033,43807,44817
68,6,2015,16182,36220,98131,9215,65291,48592,81454,66993,97207,36974,201,70777
68,6,2016,93452,19652,30078,74911,5419,51808,65339,18048,66868,4303,4771,51715
68,6,2017,48393,94761,75031,98563,40705,34757,24407,15769,40854,70687,16028,37537
68,6,2018,16035,61564,26660,93990,89428,29442,38986,55649,8179,56514,7335,52996
69,1,2015,83124,17166,48665,10475,98436,35710,85005,48417,36313,61635,39196,87172
69,1,2016,28920,47669,77594,5794,35966,67391,59789,38739,98148,77485,50057,32325
69,1,2017,91110,21132,72791,93846,19226,31632,61473,49250,74000,93607,77164,65054
69,1,2018,10150,33354,89144,24716,50386,85608,40576,64810,84400,73655,25151,93804
70,1,2015,85196,68499,22189,50927,39868,82968,42984,91921,86126,90423,18052,84315
71,8,2015,24241,10056,93471,8695,73596,45747,24600,17920,3808,44934,59485,25285
71,8,2016,69537,39070,48266,95607,82071,97244,33383,76890,11201,16222,21855,73937
71,8,2017,25418,45628,18648,1597,9059,78094,34644,18392,91033,77457,58665,5959
72,1,2015,27190,71070,88314,95069,54995,91784,61113,5883,62308,16565,42235,43176
73,7,2015,26346,55915,73412,41106,1649,44959,26304,45009,1450,68800,67538,27790
74,7,2015,6697,59911,26562,24756,57902,91201,68302,19941,88426,78900,74148,23474
75,1,2015,87087,40663,54834,46390,3948,51782,999,78453,46872,1604,9799,96293
76,5,2015,61090,36628,61506,29556,9710,14628,85274,64287,48827,96604,9323,87237
77,3,2015,83958,61705,46253,66523,54246,33117,78451,93667,69529,6489,38204,55669
77,3,2016,19012,11311,48453,54759,55476,45457,50143,44662,66102,40126,48257,3310
77,3,2017,83680,47127,3518,75845,3156,89418,1655,3642,69179,22290,97144,79952
77,3,2018,5219,80549,28149,55079,64796,89101,62638,42488,48761,55478,10094,72047
78,5,2015,26526,88619,98213,7978,33274,65100,83825,38928,70360,87871,86590,10858
79,4,2015,61924,37331,25100,35451,60247,53752,36994,49105,54885,85455,31524,14206
79,4,2016,50175,66916,68657,39826,52051,60933,93613,21166,69500,36238,42246,182
79,4,2017,31262,74638,93162,21223,99265,20989,19707,50253,26520,41177,40287,24712
80,9,2015,79307,95009,2489,48977,74187,24398,47119,76728,98040,54254,36817,84750
80,9,2016,46569,57631,8130,10123,33585,99435,22377,5959,85700,95955,82899,39056
81,4,2015,7958,72744,48991,57372,158,68200,85823,81537,26085,34473,66506,75191
81,4,2016,57814,4514,90295,82116,91328,59811,90438,49487,47898,46140,59930,26128
81,4,2017,64934,74311,88610,69025,39464,401,27538,65530,19641,27229,72635,43193
82,7,2015,58332,60869,17368,30002,42318,26650,56597,96977,72458,5370,96986,56820
82,7,2016,29005,62675,13385,97962,53185,53968,27172,71639,13696,48990,82436,58772
82,7,2017,86431,43620,10867,34094,89712,30801,51872,42749,4867,43555,15386,33025
82,7,2018,79588,35024,86857,82876,4865,7905,22416,99143,30349,62111,13292,74973
83,5,2015,14522,95030,91776,51995,14972,65912,59345,95483,62552,61881,34380,72224
83,5,2016,15072,55370,54543,15554,41187,51781,73099,50542,99907,97414,84547,79398
84,0,2015,91638,33519,2718,40248,88809,82960,61527,69701,14541,5560,50851,98531
84,0,2016,73854,78152,90989,93491,6673,49907,12731,75690,65829,80135,71606,26324
84,0,2017,73460,61386,37747,65057,49385,51116,50566,14744,71266,27472,95613,91673
84,0,2018,3213,44613,77908,73315,31406,72320,46850,41265,14184,15962,7621,77712
85,0,2015,32146,39797,33995,61877,60143,51572,42220,48744,87919,81450,4949,30729
85,0,2016,29837,83640,91638,49294,35108,44932,55139,97059,84414,18900,3237,1021
85,0,2017,68158,39423,13229,34453,23238,10672,3187,19984,95993,39110,63306,6122
86,4,2015,72825,42492,83537,87393,97426,71727,36542,35350,80145,225,57841,57083
86,4,2016,18989,43555,71470,80330,40696,22598,11417,81818,19006,19286,10215,45792
86,4,2017,94017,66680,14882,65823,24,21914,26331,24767,2938,96803,87090,3436
87,8,2015,46197,80083,96099,8457,58682,55255,97706,6178,4159,17063,99173,82095
87,8,2016,36373,95283,7185,80413,24031,89319,52846,97292,7191,16245,90693,71016
87,8,2017,905,72615,37108,64075,81285,33478,33723,82947,95589,54752,59651,57256
87,8,2018,98946,19401,15688,99153,26810,26718,10256,60144,62014,63166,2108,52891
88,9,2015,51842,12348,97165,91108,60391,79689,20239,83399,71447,74985,37044,90693
89,6,2015,13121,66543,73876,92074,22987,91166,81907,761,70339,59795,91768,64332
89,6,2016,86715,11681,7635,61752,9521,83081,2997,18153,49915,3959,63411,71017
89,6,2017,62331,81932,76436,35388,806,36106,94395,14168,79643,21196,96896,641
89,6,2018,43942,75026,28972,94490,38610,19921,52507,79286,57584,77211,912,77390
90,2,2015,86513,72474,61450,59841,4799,93754,974,61271,63767,42297,11792,93094
90,2,2016,59164,68260,44271,52375,14626,97721,61077,16813,6815,71373,35372,3594
90,2,2017,46535,51914,33436,83273,13003,77720,89882,10927,48995,82213,34968,2930
90,2,2018,96138,53947,18752,7395,46065,32306,50598,31910,10897,85873,7332,52795
91,8,2015,26465,50636,92228,93941,93805,31532,78355,96108,20347,91955,89963,20932
91,8,2016,72453,74884,23954,20618,31296,53321,2068,40189,92903,11284,25561,93098
92,4,2015,55715,73316,34695,48327,94716,299,17005,58258,90944,66343,65179,21876
92,4,2016,98573,90371,63395,22625,43168,68407,34127,68998,85972,14738,92409,73004
92,4,2017,92051,33153,7948,46590,4540,21298,40472,82997,20625,50270,46030,82348
93,3,2015,95740,94244,77632,61811,23357,37956,53215,70999,49959,59755,27745,76973
93,3,2016,97290,64922,47228,32700,53767,71850,89786,89165,48459,65374,31024,43003
93,3,2017,21112,47877,39865,52608,24479,11596,1186,93074,15775,60537,85882,44146
93,3,2018,77842,47798,71984,72969,67562,90608,89503,31336,45788,98195,93767,91490
94,9,2015,5063,85687,25171,24714,66960,66174,78737,85779,29015,78836,92662,15994
95,1,2015,60312,10886,72069,74692,10658,9410,51503,99624,98066,81522,74937,69347
95,1,2016,14668,44260,54100,12164,69974,43933,34435,42011,88384,13387,83917,97216
96,3,2015,70849,9277,6989,64521,25780,27422,18000,41541,74210,3151,62428,52371
96,3,2016,55003,93857,2477,21790,26077,1558,74476,90594,71095,31244,60008,2050
97,0,2015,77436,13666,16958,4576,37313,90206,56267,63465,73362,73723,97084,86799
98,0,2015,72641,69973,2157,86789,27620,63406,15348,34238,26381,40325,1093,95670
99,6,2015,14863,61947,17692,55457,15561,27750,49392,15236,61692,60638,97775,74666
99,6,2016,83983,38591,85067,1128,58114,81248,49255,44221,41180,73405,98977,56974
100,3,2015,86891,68397,96275,51471,68363,36042,71744,79407,58912,98248,18154,295
100,3,2016,45939,61724,27068,24078,92785,38167,87596,96091,68424,3938,20223,76708
100,3,2017,78614,97771,9848,98816,17308,78498,275,20564,43729,17465,52849,82361
100,3,2018,12342,36093,63260,55980,11035,67241,69740,25255,369,82153,78457,20607
101,3,2015,5043,29048,82488,85059,34978,83607,97440,74766,29359,57371,88235,5031
101,3,2016,74124,76831,99955,92455,83101,93387,92620,34985,37226,40128,56446,69317
102,4,2015,27131,41928,74615,80688,76646,40801,95273,51798,88683,42831,96040,13637
102,4,2016,93430,33396,6792,72385,21468,20291,21285,15132,70182,68018,93228,39944
102,4,2017,57791,77216,1793,42221,49762,12110,16238,16256,42736,56920,55632,25992
103,8,2015,24269,6748,9136,18685,41389,46950,45216,84941,65872,74620,95303,5533
103,8,2016,52016,76641,75611,33218,59089,25230,47753,92061,11495,33728,52705,93557
103,8,2017,15226,70985,41802,31495,22391,80320,97273,77661,32542,47931,83273,54187
103,8,2018,79509,93121,7560,47009,47204,72004,78200,50871,23761,36552,45331,96960
104,3,2015,97525,49532,72175,37587,16035,9448,88001,69540,13613,79912,9947,51419
104,3,2016,51871,19481,5145,13478,860,37425,58991,15303,55146,40821,52631,5116
105,1,2015,74711,96541,59015,88214,10463,29013,58644,54958,63995,8384,30153,97641
105,1,2016,95190,30987,28037,83605,66009,69494,65205,54270,88412,3847,66334,86750
106,3,2015,86276,8932,74566,5386,95448,34773,75050,24116,80629,30856,88361,73009
106,3,2016,31384,83493,17709,78162,34869,1869,46789,70202,14583,76685,56881,25000
107,7,2015,30667,63217,32180,87796,44219,68716,54446,88133,91704,23946,52038,68642
107,7,2016,35238,36193,70383,2207,44788,88396,97650,98224,16378,90465,68802,37012
107,7,2017,64437,13950,12948,54657,60941,75048,82353,97841,62935,62351,64089,2293
108,6,2015,57476,87163,85892,69342,82321,7348,62189,69744,3837,92388,54725,38543
108,6,2016,32347,55132,18414,27041,82666,10933,991,6762,82396,55358,4425,30887
109,4,2015,10573,123,64074,3036,60288,16664,40115,76156,27168,14543,84666,16556
109,4,2016,31908,47672,10434,41855,75752,97398,3308,58532,92384,30486,397,6625
109,4,2017,88513,36241,4270,33170,32053,33729,29180,69688,73253,620,42589,58485
110,0,2015,72392,26562,30386,38028,92931,47422,92069,29632,30757,62668,23582,60453
110,0,2016,8828,1557,88956,88000,22734,49213,12556,484,50531,71424,85073,18207
110,0,2017,49927,91864,72847,80832,43818,67005,34554,70471,56905,40326,54365,91040
110,0,2018,93968,81243,37588,1829,27495,90726,56923,51819,4885,27446,69765,41847
111,1,2015,59642,51652,10690,81418,56853,80119,78670,21269,40203,4462,76870,64729
112,4,2015,46417,70342,37773,15554,28235,92728,86652,87195,47458,46662,95744,6792
112,4,2016,98051,18386,57820,91978,80667,84271,98569,83146,81727,30932,77985,98084
112,4,2017,30448,94538,49198,8304,48299,93898,26470,16644,55601,30967,72547,4024
113,5,2015,31652,94794,94389,53177,8707,82269,76037,68691,76778,76125,36942,56224
113,5,2016,49532,55799,21890,29388,7002,50009,67504,86800,60284,30979,96855,72667
114,7,2015,45519,31240,16750,79758,27014,50897,53155,10589,32454,76486,96248,94747
114,7,2016,47769,24064,33313,964,53474,29663,25255,60546,66944,94976,74034,90787
115,2,2015,10854,85334,51396,55675,78782,76644,30783,77308,73439,38411,33267,80225
115,2,2016,22373,56545,49999,72503,84162,32649,39897,31772,53434,73703,99641,72079
115,2,2017,22391,68682,62922,66243,51075,61866,3801,79610,31601,73201,24593,30994
115,2,2018,84722,14759,13658,88935,27669,51072,36222,21495,63144,65890,89442,97373
116,8,2015,9270,7117,79614,27744,30991,13939,97071,39974,4485,38163,55065,22935
116,8,2016,67220,74271,60067,15434,36493,55998,85481,59541,10191,75230,37427,67017
116,8,2017,96490,88415,51489,61470,75693,89168,92244,87101,54169,81503,15222,94826
116,8,2018,39022,36967,85487,49197,11552,25377,22371,72910,73341,69438,63364,16580
117,0,2015,50490,31923,90500,2125,63757,31110,60874,58646,84748,89812,1018,32927
117,0,2016,13552,91625,51655,42463,49891,12136,59304,85175,70794,15582,79679,68794
117,0,2017,36132,53297,49263,58671,55577,69735,97353,62251,14600,55836,47045,15644
117,0,2018,82549,62442,28514,860,26174,58665,841,57818,69062,45,84524,87452
118,0,2015,21520,79106,27005,97210,22432,30356,92243,20694,97533,7325,59994,26779
119,2,2015,72410,38653,7528,26597,10778,51660,9535,61585,79653,54116,81438,62577
119,2,2016,60975,58814,82828,5240,95452,9749,79864,37530,5043,12873,58616,85467
119,2,2017,7703,38530,38230,21290,43017,67449,6980,92459,58640,19062,35749,43444
120,1,2015,47677,78208,880,81895,81516,22656,30335,63885,76600,33322,7193,56780
120,1,2016,76555,57627,29341,23227,51232,90606,84473,28034,87091,44813,54024,58251
120,1,2017,36023,47018,11470,56333,86005,47893,1725,94751,99627,88780,49186,76680
121,8,2015,24843,6002,63869,83694,80945,16473,53289,97720,22741,70965,5134,56202
122,9,2015,89428,13320,17269,5302,18385,70346,86637,33889,52910,17926,68849,14253
122,9,2016,89075,24162,93303,39731,8337,34559,75958,39688,52079,68196,51762,38998
122,9,2017,17932,83481,48316,14424,86817,12963,56268,90951,82149,20943,73433,88930
123,6,2015,59211,57930,9825,38589,62223,35692,58926,86003,86834,25362,79050,32884
124,6,2015,32169,43089,49473,55441,7626,68161,9456,70942,42640,42939,42399,42640
124,6,2016,44286,61196,53354,9965,85973,42851,57842,80389,64805,10771,98789,6912
124,6,2017,12301,93348,42235,71481,51953,5388,51719,47671,52928,90427,15753,97651
124,6,2018,46126,77442,25520,51485,51864,98365,56732,74081,99730,31761,98077,20605
125,2,2015,86173,64800,71305,791,77056,41844,20919,43857,32677,46240,64726,21693
125,2,2016,65567,85179,73409,52206,86494,74211,17157,45349,77939,77721,13164,89468
126,0,2015,29165,28710,50862,74394,26552,43938,65510,24219,24206,89328,75329,90967
127,2,2015,3430,68927,3264,56801,52092,29809,7573,61837,99578,66861,4174,32399
